full_text,label;;;;;;;;;;;;;
kulak! halo guys aku mau prelov3d barangg pogung-pandega free anter yaa nnt sender muncul di komen dm ajaa &lt;3 https://t.co/VFGpcAq3eX,0;;;;;;;;;;;;
gen ask logo ugm yg coklat itu emang boleh dipake buat poster v.b.d ya? soalnya dulu sender pas ppsmb pernah bikin penugasan video trus pake logo ugm yg itu tpi disuruh kk cofas buat diganti aja. klo mau baca aturan penggunaan logo dmn ya yujiem!,0;;;;;;;;;;;;;
mas-mas dik adik yujiem ada yg mau gaa sama mba kagamahut 2024,0;;;;;;;;;;;;;
yujiem ada rekomendasi bakso yang sistemnya all u can eat ngga guys? yang ambil sepuasnya semangkok penuh itu yang viral. makasihh,0;;;;;;;;;;;;;
yujiem! hai sender (F21) lagi cari temen yang sama-sama suka f1 boleh cewe/cowo. siapa tau bisa nobar,0;;;;;;;;;;;;;
Gaes CDM dong yujiem ! https://t.co/9iG3FdUML5,0;;;;;;;;;;;;;
ayo trial pacaran seminggu sama sender luv! m or f bebas sender f angkatan 21,0;;;;;;;;;;;;;
semangatin sender untuk ngerjain proposal penelitian di prodi yang bukan prodi impian tapi prodi yang cuma melanjutkan hidup aja yujiem!,0;;;;;;;;;;;;;
Guys ada yang mau ikut ga? barengan yuk. Reply ntar sender dm! https://t.co/SCyI4ZB2sf,0;;;;;;;;;;;;;
Wah guys nemu acara VBD seru nih kayaknya harus ikut deh https://t.co/VboMSbF7If,0;;;;;;;;;;;;;
yujiem khususnya yg berpengalaman kepanitiaan divisi konsumsi info snack box yang murah dong makasihh,0;;;;;;;;;;;;;
Ugm_fess ada yang tau jual wedang ronde daerah pogung jakal ugm dan sekitarnya ga ya gess ? Infoin dongg,0;;;;;;;;;;;;;
Luv! Adakah F single yang mau ngobrol2 malem ini di gsp? M 24 here,0;;;;;;;;;;;;;
Yok ngobrol nnti ku dm duluan (co ugm_fess akt 21). Prefer cewe karna ingin mencari gandengan,0;;;;;;;;;;;;;
yujiem! ada yg open motornya buat disewa ga ya buat besokk diutamain motor yg kecil yaaa kayak beat dll kalo bisa ada helm lebih okee reply aja feenya nanti aku dm,0;;;;;;;;;;;;;
Luv! jualan tmn nih M katolik (+) pinter puoll awardee beasiswa jago main musik (kynya) INFJ tapi talkative&amp;humor bgt; (-) ga terlalu tinggi. Katanya belum nemu mba2 calon dokter yg bisa jelasin kenapa paru2 kanan lbh besar dari yg kiri ;),0;;;;;;;;;;
Ugm_fess kalian yang kuliahnya pake tablet rekomendasiin dong stylus pen yg gak delay macet aku udh terlanjur beli ini malah delay parah makasih https://t.co/ppwA8VntIE,0;;;;;;;;;;;;;
halo kakak kakak mau tanya model sepatu kaya gini boleh dipake ngampus/kelas ngga ya? (belakangnya trbuka) anw sender maba ftp yujiem https://t.co/z0gnq7dcsg,0;;;;;;;;;;;;;
yujiem ajarin cara kalian berhemat dong. sender mau nabung buat beli hp karena udh sekitar 7 tahun ga ganti hp udh lumayan ga enak pemakaianannya tp masih oke ,0;;;;;;;;;;;;;
mas aziz bio'22 hari ini presentasinya keren banget deh proud of youu luv!,0;;;;;;;;;;;;;
[‼️OPEN RECRUITMENT ANGGOTA KP3 2025‼️] Halo Sobat Merak Hijau! Udah pada tahu belum sih bahwa KP3 akan segera memulai perjalanan baru Eittss tapi sebelum kami memulai perjalanan baru kami mau mengajak kawan-kawan semua nih buat join bersama kami di KP3 biar makin https://t.co/OyVD6laurK,0;;;;;;;;;;;;;
'yujiem info kost daerah agro/klebengan under 500-800k donggg non ac gapapaaa asal kamar mandi dalam pleaseee lagi butuh banget ',0;;;;;;;;;;;;;
semoga kita semua diberikan kemudahan dalam menjalankan skripsii link https://t.co/4MjhwXUNvZ https://t.co/PUI87CJjgN,0;;;;;;;;;;;;;
 OPEN PO DIMSUM MENTAI Halo guys! Sender open PO Dimsum mentai niih ada berbagai pilihan rasa dimsumnya enak meaty dan ngenyangin looh! dijamin ketagihan! Pembayaran bisa via QRIS Free Delivery area UGM ️ https://t.co/a5XmXU5sry for order https://t.co/PYrYpjTe5K,0;;;;;;;;;;;;;
Hai guys yujiem mau nanya kopken jakal buat nugas sendirian worth it ngga yaa?,0;;;;;;;;;;;;;
[OPEN REGISTRATION SEMINAR ENTREPRENEURSHIP 2025] Seminar Entrepreneurship 2025 kembali hadir dengan mengusung tema: Atomic Ventures: Personal Branding in Resilience for Global Impact and SDG Alignment Jangan lupa untuk segera mendaftar melalui link berikut ya! https://t.co/ea0I3uBgQz,0;;;;;;;;;;;;;
Gak nyangka perjuangan SNBT 2025 bisa se-haru ini apalagi Gojek jadi penyelamat banget selama prosesnya. #SNBT2025 #GojekBarengPejuang Dari awal try out ke sana kemari sampe hari H-SNBT... Gojek literally jadi partner setiaku. Nganter ke tempat bimbel ️ Beli cemilan https://t.co/qEqszLwlzL,0;;;;;;;;;;;;;
OPEN TRIP RAFTING SUNGAI ELO Bingung mau liburan kemana? atau bingung karena mau liburan tapi ga ada teman? Main rafting bareng kami aja yuk?! Jangan takut buat daftar sendirian karena kami hadir untuk menemani kalian! Tanggal : 12 Mei 2025 Harga : Rp 230.000 https://t.co/NCb3xatlIj,1;;;;;;;;;;;;;
ugm_fess gerbang agro ditutup enggak guys hari ini?,0;;;;;;;;;;;;;
[Dicari Hp Hilang] Telah hilang Hp merk Xiaomi Poco F4 warna hitam dengan atau tanpa casing karakter anime Tokyo Revenger-Manjiro Sano mohon bisa hubungi nomor : 089518093401 (Mifta) Lokasi terakhir dilacak : di sekitar Jl. Prawiro Sudiyono - Rusunawa Jombor. yujiem https://t.co/XrddNSw8TK,0;;;;;;;;;;;;;
Luv mau cerita aja aku lagi MT di pulau sebelah tapi baru aja diputusin gara2 kesalahanku. Mau resign aja tiap hari rasanya tapi gakuat kalo harus bayar pinalti. Mau pulang ke Jogja aja gaji umr tapi hidup tenang.,0;;;;;;;;;;;;;
TILC hai sabtu buka ga ya? ugm_fess,0;;;;;;;;;;;;;
yang jual hp second trusted di jogja di mana ya guys? atau di luar jogja yang ada e-comm nya? makasih yujiem!,0;;;;;;;;;;;;;
Guys kira-kira boleh nggak ya kalau kita konsultasi dulu ke drg. ortho tapi nanti cabut giginya minta dirujuk ke puskesmas pakai BPJS? Ps. Jangan nyaranin ke residen soalnya waiting listnya panjang bgt,0;;;;;;;;;;;;;
-kulak Halo temen-temen UGMFess! Berhubungan dengan kemaren ada acara tiba-tiba kebanyakan beli ini aku mau jual-jualin barang-barang dibawah ini yah! contact me for stock info di 081316049585. Dianter sampe kos-kosan kalian (Jogja/Solo) https://t.co/lzkFw9O4L1,0;;;;;;;;;;;;;
halo gaiss ada yg mau bantu like &amp; rt twitku di x nggak ya buat keperluan voting sunoo enhypen. masih butuh banyak huhuu.. yujiem!,0;;;;;;;;;;;;
Iri bgt sama yg punya ipad bisa pake procreate ada rekomendasi gk guys klo mau belajar gambar digital pake apa? - luv,0;;;;;;;;;;;;;
ugm_fess Yuu yang mau jastip pagi ini FREE NO FEE !! cuma sampe jam 10 ajaa aku udh di mutiara nihh rep ajaa https://t.co/66mLKrzKY9,0;;;;;;;;;;;;;
luv mas-mas fkkmk 21 itu GANTENG BANGET YA ALLAH,0;;;;;;;;;;;;;
ugm_fess ada yang kehilangan kucing kah? ini semalem kasian ngeong-ngeong kenceng banget kaya tersesat di pogung. https://t.co/tyD4ps4IL9,0;;;;;;;;;;;;;
hiiii yujiem ada yang berkenan bantu kuesioner akhir penelitian ku kah? kriterianya usia 17-35 th dan pernah membeli produk kopi lokal secara online (gofood/grabfood/shopeefood dll). kalo mau barter juga boleh. huhu terima kasih orang baik. https://t.co/hwnlpVYbaj,0;;;;;;;;;;;;;
maaf sebelumnya ini saya maba yujiem snbp ada tidak ya pelamar kip tahun kemarin ga lolos seleksi kalau ada kira kira karena apa ya ka? saya agak worry jika gagal kip nantii takut jd beban,0;;;;;;;;;;;;;
ngobrol yuk luv! sender ga bisa tidur,0;;;;;;;;;;;;;
Luv inisial A yg tadi malam main board game di joglo gik masih single gak ya?,0;;;;;;;;;;;;;
yujiem! aku ada pulsa 90K Telkomsel dan XL nih please tolong di beli uangnya untuk benerin hp aku ,0;;;;;;;;;;;;;
sender udh sibukin diri dengan fokus kuliah main sama temen kyk nyoba makan ini itu juga udah tiap hari ada aja obrolan sama temen yg diluar nurul tpii kenapa sender masih ngerasa hopeless romantic ya luv ,0;;;;;;;;;;;;;
duh ternyata gini rasanya naksir alumni yujiem!,0;;;;;;;;;;;;;
yujiem! sender sering ngerasa beruntung tapi di sisi lain kadang ngerasa don't deserve this position atau apa yg sender punya sekarang apakah ini karena doa orang tua dan hal2 baik yang pernah sender lakuin? sender memang ga se-brilliant itu tapi ada aja keberuntungannya,0;;;;;;;;;;;;;
ugm_fess ada yg merasa HP nya jatuh di sekitar blok B pogung baru?? tolong reply aja yaaa,0;;;;;;;;;;;;;
inisial DG elins 23 udah berpawang belum sih? gaya bicaranya attractive banget sih.. jadi pengen kenal lebih jauh Luv!,0;;;;;;;;;;;;;
yujiem bener ya ternyata es-word semakin diketik semakin dikerjain semakin gak jelas ,0;;;;;;;;;;;;;
ugm_fess ada yang mau nonton sama sama tur (tulus idgitaf sal kunto dere) tgl 17 mei ga? aku mau tp ga ada temen huhu,0;;;;;;;;;;;;;
Ugm_fess ada yg pernah ambil kelas Pancasila sama Mas Taufiq nggaa? Tipe soal dr beliau yg kyk gimana yaa??,1;;;;;;;;;;;;;
ugm_fess yujiem mau nanya klo bersihin karang gigi di gmc apakah bisa? Luvv,0;;;;;;;;;;;;;
Dicari someone to be mine lets moots first mba abis tu ngobrol siapa tau cocok. Mas mas ugm_fess akt 21 islam tidak merokok ibadah 5/5 insyaAllah tidak kecewa qkwkwk,0;;;;;;;;;;;;;
guyss sender ada info nih dari jurusan akuntansi lagi ngadain EXCEL TRAINING udah GRATIS mana terbuka buat UMUM lagii lumayan dapet sertif buat masukin di CV!! cepet daftar slot dikit lagii https://t.co/3iFGO6AFQJ,0;;;;;;;;;;;;;
adakah dari kalian yang punya bakat atau hobi di bidang dance/singing?? ada info competition nih!!! bisa jadi wadah buat nyalurin bakat kalian! ada juga noraebang sama rpd bagi kalian yang sekedar hobi dibidang terkait https://t.co/SUEKFIivuY,0;;;;;;;;;;;;;
yujiem ada yang mau ngobrol? komen aja nanti kudm,0;;;;;;;;;;;;;
hi yujiem aku lg cari responden buat skripsi nie dg kriteria: 1. pernah dateng/ikut event yang ada di jogja (pameran festival konser maraton etc) pls reply nanti aku send link-nya aa reward bagi yg beruntung. thank you! https://t.co/RfE6yVwZn1,0;;;;;;;;;;;;;
kulak! preloved celana jeans. blm pernah dipake bhkn tag nya msh ada. dijual krn kekecilan &amp; ngatung ukuran xl yaa: lingkar pinggang 76 cm pinggul 110 cm lingkar paha 66 cm panjang celana 104 cm kalau tertarik bisa reply aja!! boleh cod ugm dan sekitarnya yaa https://t.co/W6zrn4vqco,0;;;;;;;;;;;;
bagi tips menggaet abang-abangan filsafat yang udah gapernah ke kampus itu dong luv,0;;;;;;;;;;;;;
ayo ikut guyss terbuka untuk umumm luar ugm_fess juga bisa (tapi mahasiswa ya) seru lohh nanem mangrove di pantai https://t.co/50q2lLf5xs,0;;;;;;;;;;;;;
Buat temen-temen yang ada trauma masa kecil punya permasalahan mental dan pengen sembuh ikut ini yukkk https://t.co/XaYt7i4zvw,0;;;;;;;;;;;;;
HAH SERIUS EVENT TERKEREN LAGI OPEN RECRUITMENT? yujiem! yang mau experience lebih wajib banget ikut JOINMUN 2025! https://t.co/1ZGZOCreCu,0;;;;;;;;;;;;;
ugm_fess dear mba dan mas please dong buat kalian yang ke ruang etd jangan berisik walaupun ngimongnya udah bisik2 tapi bisikan kalian tetap kedengeran keras jadi ngeganggu orang dan bikin gabisa konsen,0;;;;;;;;;;;;;
kulak ! ada yg mau beli cleansing water garnier yg biru gak sengaja beli 2 krn lbh murah. 60k aja https://t.co/NdzWMUdxFE,0;;;;;;;;;;;;;
dlu gw prnh iseng ikt trs diblg tmn lama gw bkal gone trs disaranin catchup sm tmn lama. gw smpetin meetup sm circle smp gue. 2 days after bener she died. smpe skrg gue gtau itu kebetulan/gmn. pengen nyoba lagi ikt ini yay or nay? yujiem https://t.co/MLtaAo5huD,0;;;;;;;;;;;;;
Luv! apa pendapat kalian soal cowo yg tiba-tiba ngajak kenalan langsung ditempat? pake pick up line gtu keliatannya baik si dan effortnya kreatif juga tp gatau gmn responnya,0;;;;;;;;;;;;;
minta saran tempat makan ato apalah yang bisa buat farewell 70 orang dan ngga terlalu mahal yujiem!,0;;;;;;;;;;;;;
ugm_fess biasanya ugm hari buruh libur ngga sih? terutama vokasi,0;;;;;;;;;;;;;
ugm_fess HALO ADA YG BUKA JASTIP JASA ORDER MAKANAN GITU GA? mau beliin buat temen sender yg sakit tp sender gada motor soalnya,0;;;;;;;;;;;;;
yujiem apakah ada info kost putra / cowo dekat teknik ugm,0;;;;;;;;;;;;;
Masih ada yg minat gak ya klo sender open PO ganci yujiem! https://t.co/b9B1sRZsGM,0;;;;;;;;;;;;;
Yujiem Info tempat repair helm dekat UGM yang bagus + murah,0;;;;;;;;;;;;;
yujiem! yang lagi butuh jasa survey kos putri yuk pake jasa surevy kosku dijamin murah dan puas https://t.co/0E3vN2oeZj,0;;;;;;;;;;;;;
yujiem infoin tipe soal uts pancasila dari pak Rodinal pls ,0;;;;;;;;;;;;;
Kulak Yujiem ada yang mau angkut ga ya? Masih utuh ni segelan baruu kujual untuk mengurangi stock makeup aja.. harga nego yaa!! (Cushionnya shade 32N) https://t.co/bn8L1VKGge,0;;;;;;;;;;;;;
luv! mbak mbak bio emang lagi sibuk ngelaprak kah gais? sender chat dari senin sampe sekarang belum dibales,0;;;;;;;;;;;;;
Warga yujiem yang tertarik dengan diskusi terkait demokrasi saat ini yukk gabung ke diskusi publik tanggal 29 April di FISIPOL. Info selengkapnya dan link registrasi tertara pada gambar di bawah yap https://t.co/NuBKtNDy6X,0;;;;;;;;;;;;;
ugm_fess guys ada yang mau barengan itsnrn makeup buat wisuda tgl 28 mei ngga? sender udah booking buat 2 orang slse sebelum jam 6 dan penginapan sender daerah pogung/jakal km bawah,0;;;;;;;;;;;;;
tolong diinfokan bagi yang mengetahui atau barangkali melihat moge pencuri helm ini motor doang mahal beli helm gak modal https://t.co/vvQ5RBrr7V,0;;;;;;;;;;;;;
hii ini sender yang samaa kira kira siapa yg benerrran bgt mau ikut yaaa? reply lg donggg aku udah dm banyak tp yg daftar beneran baru sedikitt https://t.co/m7nHMv7eR9 https://t.co/Gm5SgELMYv,0;;;;;;;;;;;;;
info yg dahh daftar lomba ini dongg pgn ikut jugaakk,0;;;;;;;;;;;;;
Lagi pengen yang creamy pedas atau seger-seger manis? ‼️OPEN PO Dapur Ci Nyurti‼️ Spaghetti Bolognese Dimsum Mentai (free chili oil) dan duo sago dessert siap nemenin harimu! *Order sekarang*: https://t.co/DmnNvPXH7F Ready 28 April 2025 | Selasar FEB UGM CP: 081292969484 https://t.co/y0I3NHhRIF,0;;;;;;;;;;;;;
Luv! gaskeun buat temen sender https://t.co/n0cxgwsk2g,0;;;;;;;;;;;;;
ayo mutualan ugm_fess sp tau jd tman main ,0;;;;;;;;;;;;;
️STOP SCROLLING!!!️ yujiem! Good news buat kamu yang hobi ikut event!! JOINMUN lagi open recruitment untuk panitia nihh!! Mau tau detailnya??? check poster ini yaa Jangan sampe ketinggalan yahh dijamin worth it see youuu!! https://t.co/SgpBw6PsWd,0;;;;;;;;;;;;;
mohon bantuannya guys kasusnya sdh terjadi sejak 2024 korbannya banyak sekali sudah dilaporkan ke satgas PPKS namun sampai skrng blum ada titik terang ugm_fess https://t.co/zGSYb7j3HO,0;;;;;;;;;;;;;
Nugas yang pw buat senduri dekat yujiem yang ada ac wifi dan sofa dimana ya,0;;;;;;;;;;;;;
info mas-mas faperta yg jomblo dong luv!,0;;;;;;;;;;;;;
kulak! ada yg mau ga ya? masih new segel ni salah beli varian harusnya yg ijo tp malah krem kujual rugi jd 75k deh ini beli di official store yahh jd 100% ori https://t.co/LLM0avKqub,0;;;;;;;;;;;;;
gengss info dong IBL di GOR pancasila besok free entry civitas UGM gak yaa??? ugm_fess,0;;;;;;;;;;;;;
ugm_fess halo dom jogja adakah yang mempunyai keluhan gigi &amp; mulut serta ingin dirawat oleh koas? ini free yaa dan semua di bawah pengawasan dokter gigi spesialis apabila ada boleh daftar di link form di bawah ini yaa terima kasih! ️ Form Daftar Pasien Koas Gigi,0;;;;;;;;;;;;
Ugm_fess Adakah yg pnya info lowker parttime terpercaya? Sender BU banget KIP ga turun2. Udah coba daftar parttime sana sini ketolak semua Tolong infonya dong kawan2. Danke! https://t.co/PhDXvcNOy7,0;;;;;;;;;;;;;
yujiem ada yg tau tukang print yang jam jumatan msih bukaa? hikss urgentt. MAKASIHH,0;;;;;;;;;;;;;
Guys kalau kamu concern ke pendidikan let's connect with me reply dong nanti ku-DM soalnya aku lagi cari temen diskusi untuk tugas akhir aku ugm_fess,0;;;;;;;;;;;;;
siapa yg preloved lemari guys yujiem!,0;;;;;;;;;;;;;
halo teman2 yujiem kalo ada yg minat bisa reply atau langsung dm sender (sender ada di bagian quote yaw) https://t.co/AR5U30fpg3,0;;;;;;;;;;;;;
info dong parkir di fisipol selain di basement bukan warlok fisipol soalnya. yujiem!,0;;;;;;;;;;;;;
daftar psikolog GMC bisa jauh-jauh hari ga ya? dan apakah bisa diwakilkan? ugm_fess Terima kasih,0;;;;;;;;;;;;;
kulak ada yg minat serum avoskin vit c 3% 100ml 100k baruu masi segel bisa cod yg minat rep yaah,0;;;;;;;;;;;;;
ugm_fess guys yang mau wisuda mei udah pada dapet verifiikasi dpp belum di simaster?,0;;;;;;;;;;;;;
yujiem minta rekomendasi lagu boleh gak sih? kasih aku rekomendasi lagu rnb kek luther &amp; 'street'nya doj4 cat dong lagu dari negara manapun boleh gak harus indo atau western. makasiiiiihhh,0;;;;;;;;;;;;
kulak! gercep yuk dibeli tawar aja gapapa 1. Gantungan baju dapet 2 20k aja 2. Matras camping 20k aja 3. keranjang sampah 10k aja 4. topi koboi rajut 10k aja 5. celana kulot panjang 104 lebarnya 34 20k aja 6. Galon + pompa 25k aja 7. panci listrik merek lottel 55k aja 8. boneka https://t.co/WG32nQpNrj,0;;;;;;;;;;;;;
Yujiem! Mau makan mentai tapi masih mikir harga??? blom tau nih pastiii yukk buruan ikut PO nya DIJAMIN ENAK dan PALING MURAH yg mau pesen bisa langsung chatt yaaw adminnya fast resp bangettt ga kaya crushmu ituuu https://t.co/QUp4b1LX5r,0;;;;;;;;;;;;;
kalo gampang lupa sama susah fokus bisa disembuhin dengan pijet ga sih? kalo bisa minta rekomendasi tempatnya dong tia yujiem ,0;;;;;;;;;;;;;
saran laptop yang kuat buat software GIS dan programming dengan budget standard ke bawah yujiem,0;;;;;;;;;;;;;
Luv! Ah capek ah main bumble gaada yg bener. Padahal sender tipe ce yg first move dan full effort️,2;;;;;;;;;;;;;
ugm_fess mari yang belum tidur dm an,0;;;;;;;;;;;;;
Mas-mas yang tadi ngerokok di DTI tuh gak bisa baca tulisan kah? Minimal kalo ngerokok yang jauh sekalian masih kena ke orang asepnya jangan di deket meja. Kalo gak bisa gak rokok pas nugas mending nugas di tempat lain yang gak dilarang merokok. yujiem!,0;;;;;;;;;;;;;
sorry malem malem tapi yujiem ada yg preloved yoga mat atau matras olahraga gitu ga yaa,0;;;;;;;;;;;;;
yujiem! maaaf sebelumnya. sender bener-bener minta tolong bantu sender nenek sender masuk RS sementara sender sama sekali enggak ada pegangan uang sama sekali. disini sender cuma berdua sama nenek tolong dibantu 40K aja untuk pegangan untuk sewaktu2 buat Nebus obat ,0;;;;;;;;;;;;;
yujiem pengin kecanduan olahraga gimana caranya biar kecanduan olahragaa,0;;;;;;;;;;;;;
yujiem yang daftar beasiswa vdmi udah ada yang dapat email lolos tahap 2? aku kok belum dapat email yah,0;;;;;;;;;;;;;
ugm_fess ada yg hari ini mau nonton (ga nntn jg gpp sih) di cgv pakuwon ga yaa?? adakah yg mau small salty popcorn gratis? aku ada coupon tp tadi keklik use pdhl lg gamau nonton KWKWKW rep aja nanti aku dm yaa,0;;;;;;;;;;;;;
titipan! ugm_fess Dijual murah barang-barang bekas pakai masih bagus karena mau pindahan kos. Yang minat bisa reply yaa - Setrika miyako 35k - storage beras 25k - rak buku 4 tingkat 45k - meja 25k - rice cooke mini 40k - kipas angin 30k https://t.co/VNYKPadLD4,0;;;;;;;;;;;;;
luv! guys kalian anak saintek kalo olah data datanya terdistribusi normal tapi ga homogen biasanya pake apa yaa? any rec? soalnya pake anova ga muncul signifikansinya,0;;;;;;;;;;;;;
haii yujiem siapa pernah dateng ke festival pameran atau EVENT lainnya di jogja?! bolehkah minta bantuannya untuk isi kuesioner untuk skripsi aq yang bahas soal event di kota jogja. kalo berkenan nanti aku reply/dm linknya yeah. kalau mau tukeran isi jg bleh https://t.co/13nEULRh6m,0;;;;;;;;;;;;;
ugm_fess butuh rekomendasi agen terpercaya buat ngurus visa 90 hari ke jepang (business purpose),0;;;;;;;;;;;;;
ugm_fess temen2 disini pada tau ga ya cafe yg homie sama rada sepi gitu buat ngerjain tugass? kalau bisa si di daerah pogung hehe makasii,0;;;;;;;;;;;;;
ugm_fess mas mbak alumni yg sedari wisuda masih jobless kalian mengisi waktu dg activity apa? (selain apply kerja),0;;;;;;;;;;;;;
Mentemen apakah ada yg pernah melakukan wawancara dengan komunitas punk skena dan komunitas sejenisnya di sini? Kalau ada yg pernah sender mau izin nanya-nanya. Kira-kira gimana cara reach out mereka untuk kebutuhan penelitian. Terima kasih. ugm_fess,0;;;;;;;;;;;;;
luv! cara cewe first move ke cowo beda fakultas gmn sih,0;;;;;;;;;;;;;
UGM_FESS adaa yang punya info kost putri isian deket ugm gaa? kalo bisa sekitar teknik dan di bawah sejuta udh include kamar mandi dalam,0;;;;;;;;;;;;;
UGM_FESS adaa yang punya info kost isian deket ugm gaa? kalo bisa sekitar teknik dan di bawah sejuta udh include kamar mandi dalam,0;;;;;;;;;;;;;
Ugm_fess Yujiem aku lagi ngejual tab samsung s9fe grey dan di beli tgl 12 desember 2023 pemakaian pribadi dan blm pernah samsek service dsb price Rp5.000.000 (nego tipis). Rep ya klo minat atau mau tnya'luv https://t.co/dZU8evpTQq,0;;;;;;;;;;;;;
